SV;FDEF;SDECL;FDECL;VDECL;STMT;EXPR;COMM;ER;SYMB;SYMT;FCALL;INC;CPP;SRC;RID;ND;BEGIN;END;EXPR;TD;NDavg;FID;REQ
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";211.0;1;104.0;105.0;A-B;2;1.0;186;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";56.0;1;46.0;47.0;('B'==66);0;1.0;55;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";201.0;1;66.0;67.0;A!=B;2;1.0;176;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";213.0;1;111.0;112.0;A/B==2;2;1.0;188;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";160.0;1;7.0;8.0;+2--1;0;1.0;135;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";191.0;1;26.0;27.0;A&&B;2;1.0;166;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";205.0;1;82.0;83.0;A>B;2;1.0;180;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";29.0;1;19.0;20.0;('\''==39);0;1.0;28;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";105.0;1;95.0;96.0;('s'==115);0;1.0;104;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";92.0;1;82.0;83.0;('f'==102);0;1.0;91;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";42.0;1;32.0;33.0;('4'==52);0;1.0;41;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";43.0;1;33.0;34.0;('5'==53);0;1.0;42;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";67.0;1;57.0;58.0;('M'==77);0;1.0;66;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";229.0;1;182.0;183.0;A==0xFF;1;1.0;201;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\09_contraints_01.h";186.0;1;7.0;8.0;1?1+2:3-3;0;1.0;161;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";25.0;1;15.0;16.0;('#'==35);0;1.0;24;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";68.0;1;58.0;59.0;('N'==78);0;1.0;67;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";24.0;1;14.0;15.0;('"'==34);0;1.0;23;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";82.0;1;72.0;73.0;('\\'==92);0;1.0;81;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";37.0;1;27.0;28.0;('/'==47);0;1.0;36;0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\08_literal_eval.h";166.0;1;15.0;20.0;4<<2;0;1.0;141;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";30.0;1;20.0;21.0;('('==40);0;1.0;29;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";73.0;1;63.0;64.0;('S'==83);0;1.0;72;0
1.41;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\04_directiveCommentIntertwined.h";132.0;1;67.0;69.0;defined(_ARCH_PPC);1;1.0;118;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"C:\Users\kludw\_DEVELOPMENT\FeatureCoPP\test_dos\03_literal.h";55.0;1;45.0;46.0;('A'==65);0;1.0;54;0
